row_index,old_s3_url,new_s3_url,status,moving_logos
119,s3://nw-studio-nkb-uploads/old/otg_prod/23-10-2020/23-10-2020-logicalOperators-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/23-10-2020/23-10-2020-logicalOperators-Telugu-V1-720p_ibhlr.mp4,success,"Only IB HUbs@2m36s(right-to-left,26px);Logo Bottom Right 2@2m36s(right-to-left,804px);NX IB 3@2m36s(right-to-left,27px)"
120,s3://nw-studio-nkb-uploads/old/otg_prod/23-10-2020/23-10-2020-sortingAlgorithms-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/23-10-2020/23-10-2020-sortingAlgorithms-English-V1-720p_ibhlr.mp4,success,"Nxtwave With IB Small@0m57s(right-to-left,82px)"
121,s3://nw-studio-nkb-uploads/old/otg_prod/23-10-2020/23-10-2020-week2AssignmentDiscussion-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/23-10-2020/23-10-2020-week2AssignmentDiscussion-English-V1-720p_ibhlr.mp4,success,"Medium IB HUbs Author In Slide@0m51s(bottom-to-top,37px);PDF NX IB In Slide@0m51s(bottom-to-top,36px);Medium IB HUbs Author In Slide@5m29s(top-to-bottom,24px);PDF NX IB In Slide@5m29s(top-to-bottom,24px);Medium IB HUbs Author In Slide@6m8s(bottom-to-top,22px);PDF NX IB In Slide@6m8s(bottom-to-top,22px);Medium IB HUbs Author In Slide@10m20s(bottom-to-top,90px);PDF NX IB In Slide@10m20s(bottom-to-top,90px);Medium IB HUbs Author In Slide@10m29s(bottom-to-top,23px);PDF NX IB In Slide@10m29s(bottom-to-top,23px);PDF NX IB In Slide@15m3s(bottom-to-top,156px);Medium IB HUbs Author In Slide@15m6s(bottom-to-top,44px);PDF NX IB In Slide@15m6s(bottom-to-top,44px);Medium IB HUbs Author In Slide@15m6s(bottom-to-top,39px);PDF NX IB In Slide@15m6s(bottom-to-top,39px);PDF NX IB In Slide@22m1s(bottom-to-top,186px);PDF NX IB In Slide@22m1s(bottom-to-top,252px);Medium IB HUbs Author In Slide@27m22s(bottom-to-top,139px);PDF NX IB In Slide@27m22s(bottom-to-top,138px);Medium IB HUbs Author In Slide@27m45s(bottom-to-top,21px);PDF NX IB In Slide@27m45s(bottom-to-top,21px);PDF NX IB In Slide@30m35s(bottom-to-top,40px);Medium IB HUbs Author In Slide@30m36s(bottom-to-top,142px);PDF NX IB In Slide@30m36s(bottom-to-top,142px);Medium IB HUbs Author In Slide@30m50s(bottom-to-top,57px);PDF NX IB In Slide@30m50s(bottom-to-top,57px)"
122,s3://nw-studio-nkb-uploads/old/otg_prod/23-10-2020/23-10-2020-week2AssignmentDiscussion-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/23-10-2020/23-10-2020-week2AssignmentDiscussion-Hindi-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m13s(right-to-left,18px);IB Co In Slide@0m13s(right-to-left,18px);Medium IB HUbs Author In Slide@1m12s(bottom-to-top,17px);Medium IB HUbs Author In Slide@6m5s(bottom-to-top,58px);Medium IB HUbs Author In Slide@6m41s(bottom-to-top,14px);Medium IB HUbs Author In Slide@9m47s(bottom-to-top,34px);Medium IB HUbs Author In Slide@14m46s(bottom-to-top,95px);IB HUbs Full Screen@14m46s(bottom-to-top,95px);Medium IB HUbs Author In Slide@19m35s(bottom-to-top,154px);IB HUbs Full Screen@19m35s(bottom-to-top,154px);Medium IB HUbs Author In Slide@23m23s(bottom-to-top,137px);IB HUbs Full Screen@23m23s(bottom-to-top,136px);Medium IB HUbs Author In Slide@24m3s(bottom-to-top,16px);IB HUbs Full Screen@24m3s(bottom-to-top,16px);Medium IB HUbs Author In Slide@27m14s(bottom-to-top,144px);IB HUbs Full Screen@27m14s(bottom-to-top,144px);IB HUbs In Slide@30m27s(bottom-to-top,0px);IB Co In Slide@30m27s(bottom-to-top,0px)"
123,s3://nw-studio-nkb-uploads/old/otg_prod/23-10-2020/23-10-2020-week2AssignmentDiscussion-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/23-10-2020/23-10-2020-week2AssignmentDiscussion-Telugu-V1-720p_ibhlr.mp4,success,"Medium IB HUbs Author In Slide@1m9s(bottom-to-top,22px);PDF NX IB In Slide@1m9s(bottom-to-top,22px);Medium IB HUbs Author In Slide@11m20s(bottom-to-top,135px);PDF NX IB In Slide@11m20s(bottom-to-top,135px);Medium IB HUbs Author In Slide@18m35s(bottom-to-top,156px);PDF NX IB In Slide@18m35s(bottom-to-top,156px);Medium IB HUbs Author In Slide@25m34s(bottom-to-top,29px);PDF NX IB In Slide@25m34s(bottom-to-top,29px);Medium IB HUbs Author In Slide@26m43s(bottom-to-top,84px);PDF NX IB In Slide@26m43s(bottom-to-top,83px);Medium IB HUbs Author In Slide@30m10s(bottom-to-top,31px);PDF NX IB In Slide@30m10s(bottom-to-top,31px);Medium IB HUbs Author In Slide@30m31s(bottom-to-top,100px);PDF NX IB In Slide@30m31s(bottom-to-top,100px);Medium IB HUbs Author In Slide@34m54s(bottom-to-top,35px);PDF NX IB In Slide@34m54s(bottom-to-top,35px)"
124,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/tech_foundations/programming_foundations/english/24-10-2020-conditonalStatements-English-V2.mp4,,error: Expected output not found: ./processed_videos124/24-10-2020-conditonalStatements-English-V2_ibhlr.mp4,
125,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/tech_foundations/programming_foundations/telugu/24-10-2020-conditionalStatements-Telugu-V2.mp4,,error: Expected output not found: ./processed_videos125/24-10-2020-conditionalStatements-Telugu-V2_ibhlr.mp4,
126,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/xpm_fundamentals/identity_and_value_strengths/english/24-10-2020-essentialQualitiesOpenMindedness-English-V1.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/ccbp_prod/media/video_content/xpm_fundamentals/identity_and_value_strengths/english/24-10-2020-essentialQualitiesOpenMindedness-English-V1_ibhlr.mp4,success,
127,s3://nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-Week3AssignmentDay-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-Week3AssignmentDay-Telugu-V1-720p_ibhlr.mp4,success,
128,s3://nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-conditionalStatement-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-conditionalStatement-Telugu-V1-720p_ibhlr.mp4,success,"Only IB HUbs@2m23s(right-to-left,146px);Logo Bottom Right 2@2m23s(right-to-left,146px);NX IB 3@2m23s(right-to-left,146px)"
129,s3://nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-conditionalStatements-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-conditionalStatements-Hindi-V1-720p_ibhlr.mp4,success,"Only IB HUbs@1m43s(right-to-left,36px);Logo Bottom Right 2@1m43s(right-to-left,37px);NX IB 3@1m43s(right-to-left,37px);Nxtwave With IB in Slide@1m44s(left-to-right,26px)"
130,s3://nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-conditionalStatements-Telugu-V1-720p-new.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-conditionalStatements-Telugu-V1-720p-new_ibhlr.mp4,success,"Only IB HUbs@2m23s(right-to-left,146px);Logo Bottom Right 2@2m23s(right-to-left,146px);NX IB 3@2m23s(right-to-left,146px)"
131,s3://nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-conditonalStatements-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-conditonalStatements-English-V1-720p_ibhlr.mp4,success,
132,s3://nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-essentialQualitiesOpenMindedness-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-essentialQualitiesOpenMindedness-English-V1-720p_ibhlr.mp4,success,
133,s3://nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-essentialQualitiesOpenMindedness-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-essentialQualitiesOpenMindedness-Telugu-V1-720p_ibhlr.mp4,success,"Nxtwave With IB Small@17m27s(right-to-left,19px)"
134,s3://nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-essentialQualititesOpenMindedness-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-essentialQualititesOpenMindedness-Hindi-V1-720p_ibhlr.mp4,success,
135,s3://nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-week3AssignmentDay-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-week3AssignmentDay-English-V1-720p_ibhlr.mp4,success,
136,s3://nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-week3AssignmentDay-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/24-10-2020/24-10-2020-week3AssignmentDay-Hindi-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m16s(right-to-left,22px);IB Co In Slide@0m16s(right-to-left,22px);PDF NX IB In Slide@0m58s(bottom-to-top,33px);PDF NX IB In Slide@6m27s(bottom-to-top,25px);PDF NX IB In Slide@9m42s(bottom-to-top,178px);PDF NX IB In Slide@10m47s(bottom-to-top,41px);PDF NX IB In Slide@13m23s(bottom-to-top,129px);PDF NX IB In Slide@14m5s(bottom-to-top,32px);PDF NX IB In Slide@14m53s(bottom-to-top,80px)"
137,s3://nw-studio-nkb-uploads/old/otg_prod/07-11-2020/26-10-2020-distanceMeasures-English-V2-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/07-11-2020/26-10-2020-distanceMeasures-English-V2-720p_ibhlr.mp4,success,
138,s3://nw-studio-nkb-uploads/old/otg_prod/26-10-2020/26-10-2020-DistanceMeasures-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/26-10-2020/26-10-2020-DistanceMeasures-English-V1-720p_ibhlr.mp4,success,
139,s3://nw-studio-nkb-uploads/old/otg_prod/26-10-2020/26-10-2020-websiteIntegration-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/26-10-2020/26-10-2020-websiteIntegration-English-V1-720p_ibhlr.mp4,success,"Only IB HUbs@0m55s(left-to-right,26px);Logo Bottom Right 2@0m55s(left-to-right,26px);NX IB 3@0m55s(left-to-right,26px);Nxtwave With IB in Slide@0m55s(right-to-left,201px)"
140,s3://nw-studio-nkb-uploads/old/otg_prod/26-10-2020/26-10-2020-websiteIntegration-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/26-10-2020/26-10-2020-websiteIntegration-Hindi-V1-720p_ibhlr.mp4,success,
141,s3://nw-studio-nkb-uploads/old/otg_prod/26-10-2020/26-10-2020-websiteIntegration-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/26-10-2020/26-10-2020-websiteIntegration-Telugu-V1-720p_ibhlr.mp4,success,"Only IB HUbs@0m34s(right-to-left,205px);Logo Bottom Right 2@0m34s(right-to-left,204px);NX IB 3@0m34s(right-to-left,204px);Nxtwave With IB in Slide@0m34s(right-to-left,204px)"
142,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/projects/build_your_own_static_website/hindi/27-10-2020-websiteIntegrationPart2-Hindi-V2.mp4,,error: Expected output not found: ./processed_videos142/27-10-2020-websiteIntegrationPart2-Hindi-V2_ibhlr.mp4,
143,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-WhatDoesAnEnterprenuerdo-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-WhatDoesAnEnterprenuerdo-English-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m15s(right-to-left,15px);IB Co In Slide@0m15s(right-to-left,15px);Only IB HUbs@0m47s(right-to-left,317px);Logo Bottom Right 2@0m47s(right-to-left,318px);NX IB 3@0m47s(right-to-left,318px);Nxtwave With IB in Slide@0m48s(right-to-left,616px)"
144,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-googleCollabAndNumpy-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-googleCollabAndNumpy-English-V1-720p_ibhlr.mp4,success,
145,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-recapOfIndustrialRevolution3.0-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-recapOfIndustrialRevolution3.0-English-V1-720p_ibhlr.mp4,success,
146,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-recapOfIndustrialRevolution3.0-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-recapOfIndustrialRevolution3.0-Hindi-V1-720p_ibhlr.mp4,success,
147,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-recapOfIndustrialRevolutionsPart1-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-recapOfIndustrialRevolutionsPart1-English-V1-720p_ibhlr.mp4,success,
148,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-recapOfIndustrialRevolutionsPart1-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-recapOfIndustrialRevolutionsPart1-Hindi-V1-720p_ibhlr.mp4,success,
149,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-recapOfIndustrialRevolutionsPart1-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-recapOfIndustrialRevolutionsPart1-Telugu-V1-720p_ibhlr.mp4,success,
150,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-websiteIntegration-part2-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-websiteIntegration-part2-English-V1-720p_ibhlr.mp4,success,
151,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-websiteIntegrationPart2-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-websiteIntegrationPart2-Hindi-V1-720p_ibhlr.mp4,success,"Nxtwave With IB Small@2m38s(right-to-left,205px)"
152,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-websiteIntegrationPart2-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-websiteIntegrationPart2-Telugu-V1-720p_ibhlr.mp4,success,"Nxtwave With IB Small@2m21s(right-to-left,3px)"
153,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-whatDoesAnEntrepreneurDo-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-whatDoesAnEntrepreneurDo-Telugu-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m18s(right-to-left,26px);IB Co In Slide@0m18s(right-to-left,26px);Only IB HUbs@0m45s(right-to-left,55px);Logo Bottom Right 2@0m45s(right-to-left,55px);NX IB 3@0m45s(right-to-left,55px);Nxtwave With IB in Slide@0m46s(right-to-left,509px)"
154,s3://nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-whatdoesaEntrepreneurdo-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/27-10-2020/27-10-2020-whatdoesaEntrepreneurdo-Hindi-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m19s(right-to-left,20px);IB Co In Slide@0m19s(right-to-left,20px);Nxtwave With IB Small@1m47s(left-to-right,198px)"
155,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/projects/build_your_own_static_website/hindi/28-10-2020-websiteBehindTheScenes-Hindi-V2.mp4,,error: Expected output not found: ./processed_videos155/28-10-2020-websiteBehindTheScenes-Hindi-V2_ibhlr.mp4,
156,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/projects/build_your_own_static_website/telugu/28-10-2020-websiteBehindTheScenes-Telugu-V2.mp4,,error: Expected output not found: ./processed_videos156/28-10-2020-websiteBehindTheScenes-Telugu-V2_ibhlr.mp4,
157,s3://nw-studio-nkb-uploads/old/otg_prod/2021/8-August/28-08-2021/28-10-2020-websiteIntegrationPart2-Telugu-V2-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/2021/8-August/28-08-2021/28-10-2020-websiteIntegrationPart2-Telugu-V2-720p_ibhlr.mp4,success,"Nxtwave With IB Small@2m21s(right-to-left,3px)"
158,s3://nw-studio-nkb-uploads/old/otg_prod/26-10-2020/28-10-2020-websiteIntegration-English-V2-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/26-10-2020/28-10-2020-websiteIntegration-English-V2-720p_ibhlr.mp4,success,"Only IB HUbs@0m48s(right-to-left,127px);Logo Bottom Right 2@0m48s(right-to-left,127px);NX IB 3@0m48s(right-to-left,127px);Nxtwave With IB in Slide@0m48s(right-to-left,127px)"
159,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-EssentialQualities-Integrity-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-EssentialQualities-Integrity-Telugu-V1-720p_ibhlr.mp4,success,
160,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-EssentialQualitiesIntegrity-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-EssentialQualitiesIntegrity-English-V1-720p_ibhlr.mp4,success,
161,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-NumpyPart1-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-NumpyPart1-English-V1-720p_ibhlr.mp4,success,
162,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-approachesToEntrepenuershipPart1-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-approachesToEntrepenuershipPart1-Hindi-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m12s(right-to-left,85px);IB Co In Slide@0m12s(right-to-left,85px);Only IB HUbs@1m1s(right-to-left,37px);Logo Bottom Right 2@1m1s(right-to-left,833px);NX IB 3@1m1s(right-to-left,37px)"
163,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-approachesToEntrepereneurship-Part1-English-V1-720p-new.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-approachesToEntrepereneurship-Part1-English-V1-720p-new_ibhlr.mp4,success,"IB HUbs In Slide@0m16s(right-to-left,98px);IB Co In Slide@0m16s(right-to-left,98px)"
164,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-approachesToEntrepereneurship-Part1-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-approachesToEntrepereneurship-Part1-English-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m21s(right-to-left,40px);IB Co In Slide@0m21s(right-to-left,40px)"
165,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-approachesToEntrepereneurship-Part1-Telugu-V1-720p-new.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-approachesToEntrepereneurship-Part1-Telugu-V1-720p-new_ibhlr.mp4,success,"IB Co In Slide@0m18s(right-to-left,105px);Nxtwave With IB in Slide@0m34s(right-to-left,412px)"
166,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-approachesToEntrepereneurship-Part1-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-approachesToEntrepereneurship-Part1-Telugu-V1-720p_ibhlr.mp4,success,"IB Co In Slide@0m18s(right-to-left,105px);Nxtwave With IB in Slide@0m34s(right-to-left,412px)"
167,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-essentialQualitiesIntegrity-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-essentialQualitiesIntegrity-Hindi-V1-720p_ibhlr.mp4,success,
168,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-recurrenceRelations-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-recurrenceRelations-English-V1-720p_ibhlr.mp4,success,
169,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-websiteBehindTheScenes-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-websiteBehindTheScenes-English-V1-720p_ibhlr.mp4,success,"Only IB HUbs@2m3s(right-to-left,116px);Logo Bottom Right 2@2m3s(right-to-left,982px);NX IB 3@2m3s(right-to-left,116px);Nxtwave With IB in Slide@2m4s(left-to-right,972px)"
170,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-websiteBehindTheScenes-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-websiteBehindTheScenes-Hindi-V1-720p_ibhlr.mp4,success,"Only IB HUbs@3m23s(right-to-left,59px);Logo Bottom Right 2@3m23s(right-to-left,885px);NX IB 3@3m23s(right-to-left,60px);Nxtwave With IB in Slide@3m24s(left-to-right,873px)"
171,s3://nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-websiteBehindTheScenes-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/28-10-2020/28-10-2020-websiteBehindTheScenes-Telugu-V1-720p_ibhlr.mp4,success,
172,s3://nw-studio-nkb-uploads/old/otg_prod/29-10-2020/28-10-2020-problemSolvingAndDebuggingPart1-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/29-10-2020/28-10-2020-problemSolvingAndDebuggingPart1-Hindi-V1-720p_ibhlr.mp4,success,"Only IB HUbs@5m7s(left-to-right,27px);Logo Bottom Right 2@5m7s(left-to-right,26px);NX IB 3@5m7s(left-to-right,26px)"
173,s3://nw-studio-nkb-uploads/old/otg_prod/29-10-2020/28-10-2020-problemSolvingAndDebuggingPart1-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/29-10-2020/28-10-2020-problemSolvingAndDebuggingPart1-Telugu-V1-720p_ibhlr.mp4,success,"Only IB HUbs@5m0s(right-to-left,34px);Logo Bottom Right 2@5m0s(right-to-left,508px);NX IB 3@5m0s(right-to-left,34px);Nxtwave With IB in Slide@5m1s(left-to-right,498px)"
174,s3://nw-studio-nkb-uploads/old/otg_prod/29-10-2020/29-10-2020-Numpy-Part2-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/29-10-2020/29-10-2020-Numpy-Part2-English-V1-720p_ibhlr.mp4,success,
175,s3://nw-studio-nkb-uploads/old/otg_prod/29-10-2020/29-10-2020-approachesToEntrepreneurshipPart2-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/29-10-2020/29-10-2020-approachesToEntrepreneurshipPart2-English-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m15s(right-to-left,32px);IB Co In Slide@0m15s(right-to-left,32px)"
176,s3://nw-studio-nkb-uploads/old/otg_prod/29-10-2020/29-10-2020-approachesToEntreprenuershipPart-2-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/29-10-2020/29-10-2020-approachesToEntreprenuershipPart-2-Hindi-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m13s(right-to-left,35px);IB Co In Slide@0m13s(right-to-left,36px);Only IB HUbs@0m38s(right-to-left,130px);Logo Bottom Right 2@0m38s(right-to-left,638px);NX IB 3@0m38s(right-to-left,131px)"
177,s3://nw-studio-nkb-uploads/old/otg_prod/29-10-2020/29-10-2020-approachesToEntreprenuershipPart2-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/29-10-2020/29-10-2020-approachesToEntreprenuershipPart2-Telugu-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m16s(right-to-left,88px);IB Co In Slide@0m16s(right-to-left,88px);Only IB HUbs@0m39s(right-to-left,183px);Logo Bottom Right 2@0m39s(right-to-left,183px);NX IB 3@0m39s(right-to-left,183px);Nxtwave With IB in Slide@0m40s(right-to-left,593px)"
178,s3://nw-studio-nkb-uploads/old/otg_prod/29-10-2020/29-10-2020-problemSolvingAndDebuggingPart1-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/29-10-2020/29-10-2020-problemSolvingAndDebuggingPart1-English-V1-720p_ibhlr.mp4,success,"Only IB HUbs@3m27s(right-to-left,56px);Logo Bottom Right 2@3m27s(right-to-left,57px);NX IB 3@3m27s(right-to-left,57px)"
179,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/tech_foundations/programming_foundations/telugu/30-10-2020-problemSolvingAndDebuggingPart2-Telugu-V2.mp4,,error: Expected output not found: ./processed_videos179/30-10-2020-problemSolvingAndDebuggingPart2-Telugu-V2_ibhlr.mp4,
