row_index,old_s3_url,new_s3_url,status,moving_logos
73,s3://nw-studio-nkb-uploads/old/otg_prod/16-10-2020/16-10-2020-Week2AssignmentDay-English-720p-1.7.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/16-10-2020/16-10-2020-Week2AssignmentDay-English-720p-1.7_ibhlr.mp4,success,"Medium IB HUbs Author In Slide@2m27s(bottom-to-top,26px);IB HUbs Full Screen@2m27s(bottom-to-top,25px);PDF NX IB In Slide@2m27s(bottom-to-top,26px);PDF NX IB In Slide@5m36s(bottom-to-top,26px);Medium IB HUbs Author In Slide@5m38s(bottom-to-top,107px);IB HUbs Full Screen@5m38s(bottom-to-top,107px);PDF NX IB In Slide@5m38s(bottom-to-top,107px);Medium IB HUbs Author In Slide@6m11s(bottom-to-top,26px);IB HUbs Full Screen@6m11s(bottom-to-top,25px);PDF NX IB In Slide@6m11s(bottom-to-top,27px);PDF NX IB In Slide@8m56s(bottom-to-top,27px);PDF NX IB In Slide@10m21s(bottom-to-top,27px);Medium IB HUbs Author In Slide@18m43s(bottom-to-top,27px);IB HUbs Full Screen@18m43s(bottom-to-top,27px);PDF NX IB In Slide@18m43s(bottom-to-top,63px);Medium IB HUbs Author In Slide@23m32s(bottom-to-top,42px);IB HUbs Full Screen@23m32s(bottom-to-top,43px);PDF NX IB In Slide@23m32s(bottom-to-top,42px);PDF NX IB In Slide@24m25s(bottom-to-top,26px)"
74,s3://nw-studio-nkb-uploads/old/otg_prod/16-10-2020/16-10-2020-Week2AssignmentDay-Hindi-720p-1.7.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/16-10-2020/16-10-2020-Week2AssignmentDay-Hindi-720p-1.7_ibhlr.mp4,success,"IB Co In Slide@0m18s(right-to-left,131px);Medium IB HUbs Author In Slide@5m18s(bottom-to-top,34px);IB HUbs Full Screen@5m18s(bottom-to-top,34px);Medium IB HUbs Author In Slide@5m26s(bottom-to-top,134px);IB HUbs Full Screen@5m26s(bottom-to-top,131px);PDF NX IB In Slide@11m7s(bottom-to-top,66px)"
75,s3://nw-studio-nkb-uploads/old/otg_prod/16-10-2020/16-10-2020-Week2AssignmentDay-Telugu-720p-1.7.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/16-10-2020/16-10-2020-Week2AssignmentDay-Telugu-720p-1.7_ibhlr.mp4,success,"PDF NX IB In Slide@5m57s(bottom-to-top,160px);PDF NX IB In Slide@6m32s(bottom-to-top,27px);PDF NX IB In Slide@16m21s(bottom-to-top,13px);PDF NX IB In Slide@21m54s(bottom-to-top,213px);PDF NX IB In Slide@23m15s(bottom-to-top,27px)"
76,s3://nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-English-720p-V2.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-English-720p-V2_ibhlr.mp4,success,
77,s3://nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-English-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-English-720p_ibhlr.mp4,success,
78,s3://nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-Hindi-720p-V2.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-Hindi-720p-V2_ibhlr.mp4,success,
79,s3://nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-Hindi-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-Hindi-720p_ibhlr.mp4,success,
80,s3://nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-Telugu720p-V2.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-Telugu720p-V2_ibhlr.mp4,success,
81,s3://nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-Telugu720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/17-10-2020/17-10-2020-XPMIdentityPart2-Telugu720p_ibhlr.mp4,success,
82,s3://nw-studio-nkb-uploads/old/otg_prod/19-10-2020/19-10-2020-CodeWalkThrough-English-v1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/19-10-2020/19-10-2020-CodeWalkThrough-English-v1-720p_ibhlr.mp4,success,"Only IB HUbs@1m16s(right-to-left,120px);Logo Bottom Right 2@1m16s(right-to-left,988px);NX IB 3@1m16s(right-to-left,120px)"
83,s3://nw-studio-nkb-uploads/old/otg_prod/19-10-2020/19-10-2020-FavouritePlacesSection-English-V1-720.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/19-10-2020/19-10-2020-FavouritePlacesSection-English-V1-720_ibhlr.mp4,success,"Only IB HUbs@3m21s(right-to-left,43px);Logo Bottom Right 2@3m21s(right-to-left,43px);NX IB 3@3m21s(right-to-left,43px);Nxtwave With IB in Slide@3m22s(left-to-right,32px)"
84,s3://nw-studio-nkb-uploads/old/otg_prod/19-10-2020/19-10-2020-FavouritePlacesSection-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/19-10-2020/19-10-2020-FavouritePlacesSection-Hindi-V1-720p_ibhlr.mp4,success,"Nxtwave With IB Small@1m50s(right-to-left,85px)"
85,s3://nw-studio-nkb-uploads/old/otg_prod/19-10-2020/19-10-2020-FavouritePlacesSection-Telugu-v1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/19-10-2020/19-10-2020-FavouritePlacesSection-Telugu-v1-720p_ibhlr.mp4,success,"Only IB HUbs@0m57s(right-to-left,66px);Logo Bottom Right 2@0m57s(right-to-left,66px);NX IB 3@0m57s(right-to-left,66px)"
86,s3://nw-studio-nkb-uploads/old/otg_prod/19-10-2020/19-10-2020-k-NN-part-4-English-V1-720p-1.7.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/19-10-2020/19-10-2020-k-NN-part-4-English-V1-720p-1.7_ibhlr.mp4,success,
87,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/projects/build_your_own_static_website/telugu/20-10-2020-IntrodutionToBootstrapPart2-Telugu-rahul-V2.mp4,,error: Expected output not found: ./processed_videos87/20-10-2020-IntrodutionToBootstrapPart2-Telugu-rahul-V2_ibhlr.mp4,
88,s3://nw-studio-nkb-uploads/old/otg_prod/20-10-2020/20-10-2020-IdentifyingOpportunitiesPart3-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/20-10-2020/20-10-2020-IdentifyingOpportunitiesPart3-English-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m15s(right-to-left,54px);IB Co In Slide@0m15s(right-to-left,54px);Only IB HUbs@0m52s(right-to-left,123px);Logo Bottom Right 2@0m52s(right-to-left,994px);NX IB 3@0m52s(right-to-left,123px);Only IB HUbs@0m57s(right-to-left,246px);Logo Bottom Right 2@0m57s(right-to-left,246px);NX IB 3@0m57s(right-to-left,246px);Nxtwave With IB in Slide@0m53s(left-to-right,747px);Nxtwave With IB in Slide@0m58s(right-to-left,610px);Only IB HUbs@1m46s(right-to-left,472px);Logo Bottom Right 2@1m46s(right-to-left,473px);NX IB 3@1m46s(right-to-left,23px);Only IB HUbs@1m49s(right-to-left,265px);Logo Bottom Right 2@1m49s(right-to-left,265px);NX IB 3@1m49s(right-to-left,265px);Nxtwave With IB in Slide@1m47s(left-to-right,207px);Nxtwave With IB in Slide@1m50s(right-to-left,611px);Only IB HUbs@2m10s(right-to-left,348px);Logo Bottom Right 2@2m10s(right-to-left,657px);NX IB 3@2m10s(right-to-left,348px);Nxtwave With IB in Slide@2m11s(left-to-right,553px);Only IB HUbs@2m29s(right-to-left,53px);Logo Bottom Right 2@2m29s(right-to-left,556px);NX IB 3@2m29s(right-to-left,53px);Only IB HUbs@3m15s(right-to-left,45px);Logo Bottom Right 2@3m15s(right-to-left,45px);NX IB 3@3m15s(right-to-left,45px);Only IB HUbs@4m14s(right-to-left,445px);Logo Bottom Right 2@4m14s(right-to-left,445px);NX IB 3@4m14s(right-to-left,16px);Nxtwave With IB Small@5m36s(right-to-left,277px);Nxtwave With IB Small@5m38s(right-to-left,44px);Nxtwave With IB Small@8m3s(right-to-left,24px);Only IB HUbs@8m6s(right-to-left,18px);Logo Bottom Right 2@8m6s(right-to-left,18px);NX IB 3@8m6s(right-to-left,18px);Nxtwave With IB Small@10m23s(right-to-left,105px);Nxtwave With IB Small@12m9s(right-to-left,31px);Nxtwave With IB Small@13m42s(right-to-left,181px);Only IB HUbs@14m59s(right-to-left,73px);Logo Bottom Right 2@14m59s(right-to-left,940px);NX IB 3@14m59s(right-to-left,74px);Nxtwave With IB Small@16m34s(right-to-left,33px);Only IB HUbs@16m57s(right-to-left,138px);Logo Bottom Right 2@16m57s(right-to-left,138px);NX IB 3@16m57s(right-to-left,138px);Only IB HUbs@17m10s(right-to-left,124px);Logo Bottom Right 2@17m10s(right-to-left,125px);NX IB 3@17m10s(right-to-left,125px);Nxtwave With IB in Slide@17m11s(right-to-left,596px);Nxtwave With IB Small@19m20s(left-to-right,23px);Only IB HUbs@19m29s(right-to-left,58px);Logo Bottom Right 2@19m29s(right-to-left,598px);NX IB 3@19m29s(right-to-left,58px);Only IB HUbs@19m35s(right-to-left,141px);Logo Bottom Right 2@19m35s(right-to-left,142px);NX IB 3@19m35s(right-to-left,142px);Nxtwave With IB in Slide@19m30s(left-to-right,456px);Nxtwave With IB in Slide@19m36s(right-to-left,542px);Only IB HUbs@20m27s(right-to-left,346px);Logo Bottom Right 2@20m27s(right-to-left,347px);NX IB 3@20m27s(right-to-left,347px);Nxtwave With IB in Slide@20m28s(right-to-left,616px);Only IB HUbs@20m54s(right-to-left,24px);Logo Bottom Right 2@20m54s(right-to-left,794px);NX IB 3@20m54s(right-to-left,24px);Only IB HUbs@21m37s(right-to-left,128px);Logo Bottom Right 2@21m37s(right-to-left,128px);NX IB 3@21m37s(right-to-left,128px);Only IB HUbs@21m59s(right-to-left,72px);Logo Bottom Right 2@21m59s(right-to-left,72px);NX IB 3@21m59s(right-to-left,72px);Nxtwave With IB in Slide@22m0s(right-to-left,494px);Only IB HUbs@23m46s(right-to-left,43px);Logo Bottom Right 2@23m46s(right-to-left,44px);NX IB 3@23m46s(right-to-left,44px);Only IB HUbs@24m7s(right-to-left,260px);Logo Bottom Right 2@24m7s(right-to-left,261px);NX IB 3@24m7s(right-to-left,261px);Nxtwave With IB in Slide@24m8s(right-to-left,583px);Only IB HUbs@24m17s(right-to-left,45px);Logo Bottom Right 2@24m17s(right-to-left,895px);NX IB 3@24m17s(right-to-left,45px);Nxtwave With IB in Slide@24m8s(right-to-left,634px);Nxtwave With IB Small@25m13s(right-to-left,146px);Only IB HUbs@26m8s(right-to-left,450px);Logo Bottom Right 2@26m8s(right-to-left,451px);NX IB 3@26m8s(right-to-left,17px);Only IB HUbs@26m21s(right-to-left,188px);Logo Bottom Right 2@26m21s(right-to-left,189px);NX IB 3@26m21s(right-to-left,189px);Only IB HUbs@26m39s(right-to-left,27px);Logo Bottom Right 2@26m39s(right-to-left,27px);NX IB 3@26m39s(right-to-left,27px);Nxtwave With IB in Slide@26m40s(right-to-left,490px);Only IB HUbs@26m45s(right-to-left,284px);Logo Bottom Right 2@26m45s(right-to-left,285px);NX IB 3@26m45s(right-to-left,285px);Nxtwave With IB in Slide@26m40s(right-to-left,257px);Nxtwave With IB in Slide@26m46s(right-to-left,614px);Only IB HUbs@28m38s(right-to-left,101px);Logo Bottom Right 2@28m38s(right-to-left,102px);NX IB 3@28m38s(right-to-left,102px);Nxtwave With IB in Slide@28m40s(right-to-left,246px);Only IB HUbs@28m41s(right-to-left,80px);Logo Bottom Right 2@28m41s(right-to-left,81px);NX IB 3@28m41s(right-to-left,81px);Only IB HUbs@28m48s(bottom-to-top,0px);Logo Bottom Right 2@28m48s(right-to-left,866px);NX IB 3@28m48s(bottom-to-top,0px);Nxtwave With IB in Slide@28m39s(right-to-left,764px);Nxtwave With IB in Slide@28m50s(left-to-right,615px);Logo Bottom Right 2@28m50s(left-to-right,925px);Only IB HUbs@28m56s(right-to-left,18px);Logo Bottom Right 2@28m56s(right-to-left,18px);NX IB 3@28m56s(right-to-left,18px);Only IB HUbs@28m50s(right-to-left,160px);Only IB HUbs@28m56s(right-to-left,338px);Logo Bottom Right 2@28m56s(right-to-left,338px);NX IB 3@28m56s(right-to-left,338px);Nxtwave With IB in Slide@28m50s(left-to-right,587px);Only IB HUbs@28m57s(left-to-right,131px);Only IB HUbs@28m58s(left-to-right,339px);Logo Bottom Right 2@28m58s(right-to-left,616px);NX IB 3@28m58s(left-to-right,339px);Nxtwave With IB in Slide@28m58s(right-to-left,616px);Only IB HUbs@28m58s(left-to-right,338px);Logo Bottom Right 2@28m58s(left-to-right,338px);NX IB 3@28m58s(left-to-right,338px);Nxtwave With IB in Slide@28m58s(left-to-right,156px);Only IB HUbs@29m2s(bottom-to-top,0px);Logo Bottom Right 2@29m2s(bottom-to-top,0px);NX IB 3@29m2s(bottom-to-top,0px);Nxtwave With IB in Slide@29m3s(right-to-left,592px);Nxtwave With IB Small@30m5s(right-to-left,206px);Only IB HUbs@30m10s(right-to-left,437px);Logo Bottom Right 2@30m10s(right-to-left,438px);NX IB 3@30m10s(right-to-left,190px);Only IB HUbs@30m13s(right-to-left,91px);Logo Bottom Right 2@30m13s(right-to-left,91px);NX IB 3@30m13s(right-to-left,91px);Nxtwave With IB in Slide@30m11s(left-to-right,347px);Only IB HUbs@30m18s(right-to-left,36px);Logo Bottom Right 2@30m18s(right-to-left,516px);NX IB 3@30m18s(right-to-left,37px);Nxtwave With IB in Slide@30m14s(right-to-left,425px);Only IB HUbs@30m24s(right-to-left,452px);Logo Bottom Right 2@30m24s(left-to-right,35px);NX IB 3@30m24s(right-to-left,179px);Only IB HUbs@30m27s(right-to-left,66px);Logo Bottom Right 2@30m27s(right-to-left,898px);NX IB 3@30m27s(right-to-left,66px);Nxtwave With IB in Slide@30m19s(right-to-left,383px);Only IB HUbs@30m27s(right-to-left,304px);NX IB 3@30m27s(right-to-left,304px);Nxtwave With IB in Slide@30m29s(right-to-left,615px);Only IB HUbs@30m30s(right-to-left,66px);Logo Bottom Right 2@30m30s(right-to-left,66px);NX IB 3@30m30s(right-to-left,66px);Nxtwave With IB Small@30m33s(right-to-left,192px);Nxtwave With IB Small@32m18s(right-to-left,262px);IB HUbs In Slide@32m19s(right-to-left,109px);IB Co In Slide@32m19s(right-to-left,110px);IB HUbs In Slide@32m22s(right-to-left,125px);IB Co In Slide@32m22s(right-to-left,125px)"
89,s3://nw-studio-nkb-uploads/old/otg_prod/20-10-2020/20-10-2020-IdentifyingOpportunitiesPart3-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/20-10-2020/20-10-2020-IdentifyingOpportunitiesPart3-Hindi-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m16s(right-to-left,40px);IB Co In Slide@0m16s(right-to-left,39px);Nxtwave With IB Small@0m17s(right-to-left,22px);Only IB HUbs@0m57s(right-to-left,93px);Logo Bottom Right 2@0m57s(right-to-left,947px);NX IB 3@0m57s(right-to-left,93px);Nxtwave With IB Small@1m14s(right-to-left,92px);Only IB HUbs@1m33s(right-to-left,446px);Logo Bottom Right 2@1m33s(right-to-left,447px);NX IB 3@1m33s(right-to-left,16px);Only IB HUbs@2m1s(right-to-left,371px);Logo Bottom Right 2@2m1s(right-to-left,371px);NX IB 3@2m1s(right-to-left,371px);Nxtwave With IB in Slide@2m2s(right-to-left,613px);Only IB HUbs@2m48s(right-to-left,83px);Logo Bottom Right 2@2m48s(right-to-left,84px);NX IB 3@2m48s(right-to-left,84px);Only IB HUbs@3m34s(right-to-left,71px);Logo Bottom Right 2@3m34s(right-to-left,912px);NX IB 3@3m34s(right-to-left,71px);Only IB HUbs@4m23s(left-to-right,26px);Logo Bottom Right 2@4m23s(left-to-right,26px);NX IB 3@4m23s(left-to-right,26px);Only IB HUbs@4m59s(right-to-left,211px);Logo Bottom Right 2@4m59s(right-to-left,212px);NX IB 3@4m59s(right-to-left,212px);Nxtwave With IB in Slide@5m0s(right-to-left,603px);Only IB HUbs@5m33s(right-to-left,28px);Logo Bottom Right 2@5m33s(right-to-left,809px);NX IB 3@5m33s(right-to-left,29px);Only IB HUbs@5m54s(right-to-left,40px);Logo Bottom Right 2@5m54s(right-to-left,527px);NX IB 3@5m54s(right-to-left,40px);Nxtwave With IB Small@6m52s(right-to-left,102px);Nxtwave With IB Small@9m16s(right-to-left,142px);Only IB HUbs@10m40s(right-to-left,246px);Logo Bottom Right 2@10m40s(right-to-left,792px);NX IB 3@10m40s(right-to-left,247px);Nxtwave With IB in Slide@10m41s(left-to-right,741px);Only IB HUbs@10m48s(right-to-left,15px);Logo Bottom Right 2@10m48s(right-to-left,699px);NX IB 3@10m48s(right-to-left,15px);Nxtwave With IB in Slide@10m41s(left-to-right,93px);Only IB HUbs@10m41s(left-to-right,93px);Only IB HUbs@11m20s(right-to-left,35px);Logo Bottom Right 2@11m20s(right-to-left,582px);NX IB 3@11m20s(right-to-left,35px);Only IB HUbs@12m26s(right-to-left,297px);Logo Bottom Right 2@12m26s(right-to-left,298px);NX IB 3@12m26s(right-to-left,298px);Only IB HUbs@12m34s(right-to-left,156px);Logo Bottom Right 2@12m34s(right-to-left,156px);NX IB 3@12m34s(right-to-left,156px);Only IB HUbs@13m49s(right-to-left,16px);Logo Bottom Right 2@13m49s(right-to-left,16px);NX IB 3@13m49s(right-to-left,16px);Nxtwave With IB Small@14m44s(right-to-left,46px);Only IB HUbs@15m1s(right-to-left,129px);Logo Bottom Right 2@15m1s(right-to-left,696px);NX IB 3@15m1s(right-to-left,128px);Only IB HUbs@16m13s(right-to-left,56px);Logo Bottom Right 2@16m13s(right-to-left,57px);NX IB 3@16m13s(right-to-left,57px);Nxtwave With IB in Slide@16m14s(right-to-left,511px);Only IB HUbs@17m42s(right-to-left,25px);Logo Bottom Right 2@17m42s(right-to-left,798px);NX IB 3@17m42s(right-to-left,25px);Only IB HUbs@18m57s(right-to-left,143px);Logo Bottom Right 2@18m57s(right-to-left,143px);NX IB 3@18m57s(right-to-left,143px);Only IB HUbs@19m36s(right-to-left,469px);Logo Bottom Right 2@19m36s(right-to-left,469px);NX IB 3@19m36s(right-to-left,43px);Nxtwave With IB Small@20m49s(right-to-left,288px);Only IB HUbs@21m3s(right-to-left,27px);Logo Bottom Right 2@21m3s(right-to-left,27px);NX IB 3@21m3s(right-to-left,27px);Nxtwave With IB in Slide@21m4s(right-to-left,488px);Only IB HUbs@21m13s(right-to-left,485px);Logo Bottom Right 2@21m13s(right-to-left,486px);NX IB 3@21m13s(right-to-left,14px);Nxtwave With IB in Slide@21m4s(right-to-left,458px);Only IB HUbs@21m21s(right-to-left,123px);Logo Bottom Right 2@21m21s(right-to-left,123px);NX IB 3@21m21s(right-to-left,123px);Only IB HUbs@22m29s(right-to-left,58px);Logo Bottom Right 2@22m29s(right-to-left,58px);NX IB 3@22m29s(right-to-left,58px);Nxtwave With IB in Slide@22m30s(right-to-left,512px);Nxtwave With IB Small@23m32s(right-to-left,162px);Only IB HUbs@23m44s(right-to-left,25px);Logo Bottom Right 2@23m44s(right-to-left,800px);NX IB 3@23m44s(right-to-left,25px);Only IB HUbs@24m41s(right-to-left,131px);Logo Bottom Right 2@24m41s(right-to-left,1007px);NX IB 3@24m41s(right-to-left,130px);Nxtwave With IB Small@25m27s(right-to-left,22px);Only IB HUbs@26m31s(right-to-left,134px);Logo Bottom Right 2@26m31s(right-to-left,135px);NX IB 3@26m31s(right-to-left,135px);Nxtwave With IB Small@27m3s(right-to-left,88px);Nxtwave With IB Small@27m53s(right-to-left,66px);Nxtwave With IB Small@28m44s(right-to-left,168px);Only IB HUbs@29m29s(right-to-left,147px);Logo Bottom Right 2@29m29s(right-to-left,146px);NX IB 3@29m29s(right-to-left,146px);Nxtwave With IB Small@30m7s(right-to-left,15px);Only IB HUbs@30m57s(right-to-left,106px);Logo Bottom Right 2@30m57s(right-to-left,106px);NX IB 3@30m57s(right-to-left,106px);Nxtwave With IB Small@32m18s(right-to-left,23px);Nxtwave With IB Small@34m16s(right-to-left,54px);Nxtwave With IB Small@34m48s(right-to-left,279px);Only IB HUbs@36m40s(right-to-left,122px);Logo Bottom Right 2@36m40s(right-to-left,991px);NX IB 3@36m40s(right-to-left,122px);Only IB HUbs@38m8s(right-to-left,99px);Logo Bottom Right 2@38m8s(right-to-left,99px);NX IB 3@38m8s(right-to-left,99px);Nxtwave With IB in Slide@38m9s(right-to-left,548px);Nxtwave With IB Small@38m54s(right-to-left,224px);Nxtwave With IB Small@41m1s(right-to-left,110px)"
90,s3://nw-studio-nkb-uploads/old/otg_prod/20-10-2020/20-10-2020-IdentifyingOpportunitiesPart3-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/20-10-2020/20-10-2020-IdentifyingOpportunitiesPart3-Telugu-V1-720p_ibhlr.mp4,success,"IB Co In Slide@0m19s(right-to-left,108px);Only IB HUbs@1m2s(right-to-left,105px);Logo Bottom Right 2@1m2s(right-to-left,105px);NX IB 3@1m2s(right-to-left,105px);Only IB HUbs@1m11s(right-to-left,73px);Logo Bottom Right 2@1m11s(right-to-left,598px);NX IB 3@1m11s(right-to-left,73px);Only IB HUbs@2m11s(right-to-left,80px);Logo Bottom Right 2@2m11s(right-to-left,615px);NX IB 3@2m11s(right-to-left,81px);Only IB HUbs@2m18s(right-to-left,15px);Logo Bottom Right 2@2m18s(right-to-left,15px);NX IB 3@2m18s(right-to-left,15px);Only IB HUbs@2m12s(right-to-left,410px);Only IB HUbs@2m28s(right-to-left,387px);Logo Bottom Right 2@2m28s(right-to-left,387px);NX IB 3@2m28s(right-to-left,132px);Only IB HUbs@2m57s(right-to-left,40px);Logo Bottom Right 2@2m57s(right-to-left,41px);NX IB 3@2m57s(right-to-left,41px);Only IB HUbs@7m30s(right-to-left,63px);Logo Bottom Right 2@7m30s(right-to-left,893px);NX IB 3@7m30s(right-to-left,64px);Only IB HUbs@7m40s(right-to-left,28px);Logo Bottom Right 2@7m40s(right-to-left,809px);NX IB 3@7m40s(right-to-left,29px);Nxtwave With IB in Slide@7m31s(left-to-right,84px);Only IB HUbs@7m31s(left-to-right,84px);Nxtwave With IB in Slide@7m41s(left-to-right,524px);Nxtwave With IB in Slide@7m41s(left-to-right,524px);Only IB HUbs@7m42s(bottom-to-top,0px);Logo Bottom Right 2@7m42s(bottom-to-top,0px);NX IB 3@7m42s(bottom-to-top,0px);Nxtwave With IB in Slide@7m43s(right-to-left,614px);Nxtwave With IB Small@9m23s(left-to-right,49px);Only IB HUbs@10m12s(right-to-left,114px);Logo Bottom Right 2@10m12s(right-to-left,977px);NX IB 3@10m12s(right-to-left,114px);Nxtwave With IB Small@12m4s(right-to-left,139px);Nxtwave With IB Small@14m37s(right-to-left,118px);Only IB HUbs@16m16s(right-to-left,73px);Logo Bottom Right 2@16m16s(right-to-left,73px);NX IB 3@16m16s(right-to-left,73px);Only IB HUbs@19m6s(right-to-left,268px);Logo Bottom Right 2@19m6s(right-to-left,871px);NX IB 3@19m6s(right-to-left,268px);Nxtwave With IB in Slide@19m7s(left-to-right,611px);Only IB HUbs@19m7s(right-to-left,13px);Nxtwave With IB in Slide@19m7s(left-to-right,600px);Only IB HUbs@19m8s(bottom-to-top,0px);Logo Bottom Right 2@19m8s(bottom-to-top,0px);NX IB 3@19m8s(bottom-to-top,0px);Nxtwave With IB in Slide@19m9s(left-to-right,226px);Nxtwave With IB Small@20m13s(right-to-left,53px);Nxtwave With IB Small@21m49s(right-to-left,268px);Only IB HUbs@22m26s(right-to-left,74px);Logo Bottom Right 2@22m26s(right-to-left,75px);NX IB 3@22m26s(right-to-left,75px);Only IB HUbs@22m36s(right-to-left,204px);Logo Bottom Right 2@22m36s(right-to-left,204px);NX IB 3@22m36s(right-to-left,204px);Nxtwave With IB in Slide@22m37s(right-to-left,599px);Only IB HUbs@23m11s(right-to-left,96px);Logo Bottom Right 2@23m11s(right-to-left,921px);NX IB 3@23m11s(right-to-left,96px);Nxtwave With IB Small@23m35s(right-to-left,138px);Only IB HUbs@24m15s(right-to-left,27px);Logo Bottom Right 2@24m15s(right-to-left,774px);NX IB 3@24m15s(right-to-left,27px);Only IB HUbs@24m56s(right-to-left,52px);Logo Bottom Right 2@24m56s(right-to-left,53px);NX IB 3@24m56s(right-to-left,53px);Nxtwave With IB in Slide@24m57s(right-to-left,501px);Only IB HUbs@25m58s(right-to-left,87px);Logo Bottom Right 2@25m58s(right-to-left,594px);NX IB 3@25m58s(right-to-left,88px);Nxtwave With IB Small@27m50s(right-to-left,272px);Only IB HUbs@28m6s(right-to-left,39px);Logo Bottom Right 2@28m6s(right-to-left,39px);NX IB 3@28m6s(right-to-left,39px);Nxtwave With IB in Slide@28m7s(right-to-left,482px);Only IB HUbs@29m8s(right-to-left,166px);Logo Bottom Right 2@29m8s(right-to-left,167px);NX IB 3@29m8s(right-to-left,167px);Only IB HUbs@29m50s(right-to-left,126px);Logo Bottom Right 2@29m50s(right-to-left,728px);NX IB 3@29m50s(right-to-left,126px);Only IB HUbs@31m54s(right-to-left,107px);Logo Bottom Right 2@31m54s(right-to-left,107px);NX IB 3@31m54s(right-to-left,107px);Nxtwave With IB in Slide@31m55s(right-to-left,586px);Nxtwave With IB Small@33m58s(left-to-right,14px);Only IB HUbs@34m19s(right-to-left,19px);Logo Bottom Right 2@34m19s(right-to-left,19px);NX IB 3@34m19s(right-to-left,19px);Nxtwave With IB in Slide@34m20s(right-to-left,449px);Only IB HUbs@34m50s(right-to-left,254px);Logo Bottom Right 2@34m50s(right-to-left,254px);NX IB 3@34m50s(right-to-left,254px);Nxtwave With IB in Slide@34m51s(right-to-left,609px);IB HUbs In Slide@38m44s(bottom-to-top,0px);IB Co In Slide@38m44s(bottom-to-top,0px)"
91,s3://nw-studio-nkb-uploads/old/otg_prod/20-10-2020/20-10-2020-IntrodutionToBootstrapPart2-Telugu-rahul-720p-V1.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/20-10-2020/20-10-2020-IntrodutionToBootstrapPart2-Telugu-rahul-720p-V1_ibhlr.mp4,success,"Nxtwave With IB Small@2m39s(right-to-left,283px);Logo Bottom Right 2@2m40s(left-to-right,997px)"
92,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/projects/build_your_own_static_website/telugu/21-10-2020-favouritePlaceDetailedViewSection-Telugu-V4.mp4,,error: Expected output not found: ./processed_videos92/21-10-2020-favouritePlaceDetailedViewSection-Telugu-V4_ibhlr.mp4,
93,s3://nw-studio-nkb-uploads/old/otg_prod/21-10-2020/21-10-2020-codeWalkThrough2-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/21-10-2020/21-10-2020-codeWalkThrough2-English-V1-720p_ibhlr.mp4,success,"Only IB HUbs@1m14s(left-to-right,22px);Logo Bottom Right 2@1m14s(left-to-right,22px);NX IB 3@1m14s(left-to-right,22px)"
